scenarios,locs,techs,carriers,units,flow_out_sum,aliases
190,PRT,biofuel_to_methanol,methanol,kilogram,776433173.3455305,biofuel_to_methanol__methanol___PRT
190,PRT,ccgt,electricity,kilowatt hour,87228.35983848931,ccgt__electricity___PRT
190,PRT,chp_biofuel_extraction,electricity,kilowatt hour,1469262.3882095,chp_biofuel_extraction__electricity___PRT
190,PRT,chp_methane_extraction,electricity,kilowatt hour,511500.2461230693,chp_methane_extraction__electricity___PRT
190,PRT,chp_wte_back_pressure,electricity,kilowatt hour,558265640.0216852,chp_wte_back_pressure__electricity___PRT
190,ESP,el_import,electricity,kilowatt hour,3447393906.2097588,el_import__electricity___ESP
190,PRT,existing_pv,electricity,kilowatt hour,1706149549.054813,existing_pv__electricity___PRT
190,PRT,existing_wind,electricity,kilowatt hour,17022797287.584648,existing_wind__electricity___PRT
190,PRT,heat_storage_big,heat,unit,174111.25842011345,heat_storage_big__heat___PRT
190,PRT,heat_storage_small,heat,unit,18541493.760579634,heat_storage_small__heat___PRT
190,PRT,hydro_reservoir,electricity,kilowatt hour,6924484201.053991,hydro_reservoir__electricity___PRT
190,PRT,hydro_run_of_river,electricity,kilowatt hour,7739421414.160084,hydro_run_of_river__electricity___PRT
190,PRT,methane_boiler,heat,megajoule,3058771.951377,methane_boiler__heat___PRT
190,PRT,methane_storage,methane,unit,5771.463469003994,methane_storage__methane___PRT
190,PRT,open_field_pv,electricity,kilowatt hour,35624116697.17003,open_field_pv__electricity___PRT
190,PRT,pumped_hydro,electricity,kilowatt hour,4932529202.040367,pumped_hydro__electricity___PRT
190,PRT,roof_mounted_pv,electricity,kilowatt hour,3329462.5517319837,roof_mounted_pv__electricity___PRT
190,PRT,waste_supply,waste,kilowatt hour,2572223901.9068127,waste_supply__waste___PRT
190,PRT,wind_offshore,electricity,kilowatt hour,11380387875.239138,wind_offshore__electricity___PRT
190,PRT,wind_onshore,electricity,kilowatt hour,93796225834.71252,wind_onshore__electricity___PRT
191,PRT,battery,electricity,kilogram,10191918.359563122,battery__electricity___PRT
191,PRT,biofuel_boiler,heat,megajoule,6379240.8499117205,biofuel_boiler__heat___PRT
191,PRT,biofuel_supply,biofuel,kilogram,1180039679.0239706,biofuel_supply__biofuel___PRT
191,PRT,biofuel_to_diesel,diesel,kilogram,226189720.24628004,biofuel_to_diesel__diesel___PRT
191,PRT,biofuel_to_methane,methane,cubic meter,9021.61186973852,biofuel_to_methane__methane___PRT
191,PRT,biofuel_to_methanol,methanol,kilogram,776437986.9928049,biofuel_to_methanol__methanol___PRT
191,PRT,ccgt,electricity,kilowatt hour,54302.59998601023,ccgt__electricity___PRT
191,PRT,chp_biofuel_extraction,electricity,kilowatt hour,791523.9778918,chp_biofuel_extraction__electricity___PRT
191,PRT,chp_methane_extraction,electricity,kilowatt hour,337763.1392618333,chp_methane_extraction__electricity___PRT
191,PRT,chp_wte_back_pressure,electricity,kilowatt hour,558226925.2418193,chp_wte_back_pressure__electricity___PRT
191,ESP,el_import,electricity,kilowatt hour,52981362.288313,el_import__electricity___ESP
191,PRT,existing_pv,electricity,kilowatt hour,1705008312.621498,existing_pv__electricity___PRT
191,PRT,existing_wind,electricity,kilowatt hour,16752685062.071705,existing_wind__electricity___PRT
191,PRT,heat_storage_big,heat,unit,108082.61542954475,heat_storage_big__heat___PRT
191,PRT,heat_storage_small,heat,unit,5247052.658274099,heat_storage_small__heat___PRT
191,PRT,hydro_reservoir,electricity,kilowatt hour,6180515412.820199,hydro_reservoir__electricity___PRT
191,PRT,hydro_run_of_river,electricity,kilowatt hour,6673849046.844948,hydro_run_of_river__electricity___PRT
191,PRT,methane_boiler,heat,megajoule,2598197.4254012397,methane_boiler__heat___PRT
191,PRT,methane_storage,methane,unit,5678.160684668325,methane_storage__methane___PRT
191,PRT,open_field_pv,electricity,kilowatt hour,22253123590.46415,open_field_pv__electricity___PRT
191,PRT,pumped_hydro,electricity,kilowatt hour,7279427249.443351,pumped_hydro__electricity___PRT
191,PRT,roof_mounted_pv,electricity,kilowatt hour,1453317.803792172,roof_mounted_pv__electricity___PRT
191,PRT,waste_supply,waste,kilowatt hour,2572222856.8351064,waste_supply__waste___PRT
191,PRT,wind_offshore,electricity,kilowatt hour,961147.9546904729,wind_offshore__electricity___PRT
191,PRT,wind_onshore,electricity,kilowatt hour,139406007257.69733,wind_onshore__electricity___PRT
192,PRT,battery,electricity,kilogram,5088266.5753725255,battery__electricity___PRT
192,PRT,biofuel_boiler,heat,megajoule,3800944.44586116,biofuel_boiler__heat___PRT
192,PRT,biofuel_supply,biofuel,kilogram,1179929336.6405423,biofuel_supply__biofuel___PRT
192,PRT,biofuel_to_diesel,diesel,kilogram,226163113.52477428,biofuel_to_diesel__diesel___PRT
192,PRT,biofuel_to_methane,methane,cubic meter,14028.713125048762,biofuel_to_methane__methane___PRT
192,PRT,biofuel_to_methanol,methanol,kilogram,776487830.7149752,biofuel_to_methanol__methanol___PRT
192,PRT,ccgt,electricity,kilowatt hour,28324.036768146783,ccgt__electricity___PRT
192,PRT,chp_biofuel_extraction,electricity,kilowatt hour,434747.745239235,chp_biofuel_extraction__electricity___PRT
192,PRT,chp_methane_extraction,electricity,kilowatt hour,162711.21962421594,chp_methane_extraction__electricity___PRT
192,PRT,chp_wte_back_pressure,electricity,kilowatt hour,558198555.2191774,chp_wte_back_pressure__electricity___PRT
192,ESP,el_import,electricity,kilowatt hour,48541863.4551921,el_import__electricity___ESP
192,PRT,existing_pv,electricity,kilowatt hour,1705822681.3330867,existing_pv__electricity___PRT
192,PRT,existing_wind,electricity,kilowatt hour,16837593822.05674,existing_wind__electricity___PRT
192,PRT,heat_storage_big,heat,unit,59252.31846787557,heat_storage_big__heat___PRT
192,PRT,heat_storage_small,heat,unit,2848361.454476372,heat_storage_small__heat___PRT
192,PRT,hydro_reservoir,electricity,kilowatt hour,6323712570.584069,hydro_reservoir__electricity___PRT
192,PRT,hydro_run_of_river,electricity,kilowatt hour,7133738703.322027,hydro_run_of_river__electricity___PRT
192,PRT,methane_boiler,heat,megajoule,1228756.17527748,methane_boiler__heat___PRT
192,PRT,methane_storage,methane,unit,5717.265479226544,methane_storage__methane___PRT
192,PRT,open_field_pv,electricity,kilowatt hour,38314895681.00067,open_field_pv__electricity___PRT
192,PRT,pumped_hydro,electricity,kilowatt hour,7149039430.659579,pumped_hydro__electricity___PRT
192,PRT,roof_mounted_pv,electricity,kilowatt hour,738878.9796839926,roof_mounted_pv__electricity___PRT
192,PRT,waste_supply,waste,kilowatt hour,2572222882.1325445,waste_supply__waste___PRT
192,PRT,wind_offshore,electricity,kilowatt hour,561140.8110313397,wind_offshore__electricity___PRT
192,PRT,wind_onshore,electricity,kilowatt hour,119766223701.55081,wind_onshore__electricity___PRT
193,PRT,battery,electricity,kilogram,12406979.654360829,battery__electricity___PRT
193,PRT,biofuel_boiler,heat,megajoule,6269376.3704586,biofuel_boiler__heat___PRT
193,PRT,biofuel_supply,biofuel,kilogram,1288702811.8130398,biofuel_supply__biofuel___PRT
193,PRT,biofuel_to_diesel,diesel,kilogram,226184065.82606876,biofuel_to_diesel__diesel___PRT
193,PRT,biofuel_to_methane,methane,cubic meter,15753207.506116198,biofuel_to_methane__methane___PRT
193,PRT,biofuel_to_methanol,methanol,kilogram,776476867.5922265,biofuel_to_methanol__methanol___PRT
193,PRT,ccgt,electricity,kilowatt hour,39962.45688916525,ccgt__electricity___PRT
193,PRT,chp_biofuel_extraction,electricity,kilowatt hour,682155.2478462,chp_biofuel_extraction__electricity___PRT
193,PRT,chp_methane_extraction,electricity,kilowatt hour,222846.67063965765,chp_methane_extraction__electricity___PRT
193,PRT,chp_wte_back_pressure,electricity,kilowatt hour,558205403.9128611,chp_wte_back_pressure__electricity___PRT
193,ESP,el_import,electricity,kilowatt hour,36067618.9175147,el_import__electricity___ESP
193,PRT,existing_pv,electricity,kilowatt hour,1706249556.2964885,existing_pv__electricity___PRT
193,PRT,existing_wind,electricity,kilowatt hour,16927340593.012821,existing_wind__electricity___PRT
193,PRT,heat_storage_big,heat,unit,76410.61633354655,heat_storage_big__heat___PRT
193,PRT,heat_storage_small,heat,unit,6117192.010407846,heat_storage_small__heat___PRT
193,PRT,hydro_reservoir,electricity,kilowatt hour,6435003530.930969,hydro_reservoir__electricity___PRT
193,PRT,hydro_run_of_river,electricity,kilowatt hour,6822550279.229075,hydro_run_of_river__electricity___PRT
193,PRT,methane_boiler,heat,megajoule,1646210.46994416,methane_boiler__heat___PRT
193,PRT,methane_storage,methane,unit,5671.125521455582,methane_storage__methane___PRT
193,PRT,open_field_pv,electricity,kilowatt hour,35712255005.23136,open_field_pv__electricity___PRT
193,PRT,pumped_hydro,electricity,kilowatt hour,6970534838.649091,pumped_hydro__electricity___PRT
193,PRT,roof_mounted_pv,electricity,kilowatt hour,1131792.486825161,roof_mounted_pv__electricity___PRT
193,PRT,waste_supply,waste,kilowatt hour,2572223256.0220733,waste_supply__waste___PRT
193,PRT,wind_offshore,electricity,kilowatt hour,931417.4746685267,wind_offshore__electricity___PRT
193,PRT,wind_onshore,electricity,kilowatt hour,121619019704.42195,wind_onshore__electricity___PRT
194,PRT,battery,electricity,kilogram,873110578.2654678,battery__electricity___PRT
194,PRT,biofuel_boiler,heat,megajoule,1813531.66480692,biofuel_boiler__heat___PRT
194,PRT,biofuel_supply,biofuel,kilogram,1464070148.3086827,biofuel_supply__biofuel___PRT
194,PRT,biofuel_to_diesel,diesel,kilogram,226156985.43956318,biofuel_to_diesel__diesel___PRT
194,PRT,biofuel_to_methane,methane,cubic meter,41207090.5180471,biofuel_to_methane__methane___PRT
194,PRT,biofuel_to_methanol,methanol,kilogram,776497664.7632073,biofuel_to_methanol__methanol___PRT
194,PRT,ccgt,electricity,kilowatt hour,13107.421813469975,ccgt__electricity___PRT
194,PRT,chp_biofuel_extraction,electricity,kilowatt hour,230488.0867713738,chp_biofuel_extraction__electricity___PRT
194,PRT,chp_methane_extraction,electricity,kilowatt hour,78648.7724430607,chp_methane_extraction__electricity___PRT
194,PRT,chp_wte_back_pressure,electricity,kilowatt hour,558185130.6406424,chp_wte_back_pressure__electricity___PRT
194,ESP,el_import,electricity,kilowatt hour,60231491.7447295,el_import__electricity___ESP
194,PRT,existing_pv,electricity,kilowatt hour,1706865337.2900784,existing_pv__electricity___PRT
194,PRT,existing_wind,electricity,kilowatt hour,16850334372.417297,existing_wind__electricity___PRT
194,PRT,heat_storage_big,heat,unit,26801.482507227396,heat_storage_big__heat___PRT
194,PRT,heat_storage_small,heat,unit,2723121.614179453,heat_storage_small__heat___PRT
194,PRT,hydro_reservoir,electricity,kilowatt hour,6342347138.595576,hydro_reservoir__electricity___PRT
194,PRT,hydro_run_of_river,electricity,kilowatt hour,6639859045.383709,hydro_run_of_river__electricity___PRT
194,PRT,methane_boiler,heat,megajoule,528425.5326871102,methane_boiler__heat___PRT
194,PRT,methane_storage,methane,unit,5733.549428564542,methane_storage__methane___PRT
194,PRT,open_field_pv,electricity,kilowatt hour,41083050406.95425,open_field_pv__electricity___PRT
194,PRT,pumped_hydro,electricity,kilowatt hour,6927774198.263608,pumped_hydro__electricity___PRT
194,PRT,roof_mounted_pv,electricity,kilowatt hour,384232.32749001664,roof_mounted_pv__electricity___PRT
194,PRT,waste_supply,waste,kilowatt hour,2572222459.638477,waste_supply__waste___PRT
194,PRT,wind_offshore,electricity,kilowatt hour,326697.5935534215,wind_offshore__electricity___PRT
194,PRT,wind_onshore,electricity,kilowatt hour,113869916781.53139,wind_onshore__electricity___PRT
195,PRT,battery,electricity,kilogram,12343918.728442024,battery__electricity___PRT
195,PRT,biofuel_boiler,heat,megajoule,6246312.1893414,biofuel_boiler__heat___PRT
195,PRT,biofuel_supply,biofuel,kilogram,1831998313.943539,biofuel_supply__biofuel___PRT
195,PRT,biofuel_to_diesel,diesel,kilogram,226203449.137738,biofuel_to_diesel__diesel___PRT
195,PRT,biofuel_to_methane,methane,cubic meter,94477078.09019415,biofuel_to_methane__methane___PRT
195,PRT,biofuel_to_methanol,methanol,kilogram,776468271.0926653,biofuel_to_methanol__methanol___PRT
195,PRT,ccgt,electricity,kilowatt hour,50129.47123090646,ccgt__electricity___PRT
195,PRT,chp_biofuel_extraction,electricity,kilowatt hour,794776.3924971,chp_biofuel_extraction__electricity___PRT
195,PRT,chp_methane_extraction,electricity,kilowatt hour,264215.8285553256,chp_methane_extraction__electricity___PRT
195,PRT,chp_wte_back_pressure,electricity,kilowatt hour,558211409.4709373,chp_wte_back_pressure__electricity___PRT
195,ESP,el_import,electricity,kilowatt hour,51721501.9623661,el_import__electricity___ESP
195,PRT,existing_pv,electricity,kilowatt hour,1705466398.8968341,existing_pv__electricity___PRT
195,PRT,existing_wind,electricity,kilowatt hour,16838222420.158573,existing_wind__electricity___PRT
195,PRT,heat_storage_big,heat,unit,86725.17063597507,heat_storage_big__heat___PRT
195,PRT,heat_storage_small,heat,unit,5148432.339257467,heat_storage_small__heat___PRT
195,PRT,hydro_reservoir,electricity,kilowatt hour,6265829356.713221,hydro_reservoir__electricity___PRT
195,PRT,hydro_run_of_river,electricity,kilowatt hour,6620771518.873394,hydro_run_of_river__electricity___PRT
195,PRT,methane_boiler,heat,megajoule,1893498.95399616,methane_boiler__heat___PRT
195,PRT,methane_storage,methane,unit,5678.929641194163,methane_storage__methane___PRT
195,PRT,open_field_pv,electricity,kilowatt hour,38103616037.85311,open_field_pv__electricity___PRT
195,PRT,pumped_hydro,electricity,kilowatt hour,6604099836.2157545,pumped_hydro__electricity___PRT
195,PRT,roof_mounted_pv,electricity,kilowatt hour,1404573.3138071606,roof_mounted_pv__electricity___PRT
195,PRT,waste_supply,waste,kilowatt hour,2572223833.232075,waste_supply__waste___PRT
195,PRT,wind_offshore,electricity,kilowatt hour,1226035.5897698747,wind_offshore__electricity___PRT
195,PRT,wind_onshore,electricity,kilowatt hour,112970472625.33904,wind_onshore__electricity___PRT
196,PRT,battery,electricity,kilogram,922283832.9010969,battery__electricity___PRT
196,PRT,biofuel_boiler,heat,megajoule,3430344.5831055604,biofuel_boiler__heat___PRT
196,PRT,biofuel_supply,biofuel,kilogram,1231385775.8143137,biofuel_supply__biofuel___PRT
196,PRT,biofuel_to_diesel,diesel,kilogram,226169006.14360896,biofuel_to_diesel__diesel___PRT
196,PRT,biofuel_to_methane,methane,cubic meter,7471586.54707326,biofuel_to_methane__methane___PRT
196,PRT,biofuel_to_methanol,methanol,kilogram,776488956.089767,biofuel_to_methanol__methanol___PRT
196,PRT,ccgt,electricity,kilowatt hour,26329.991733608116,ccgt__electricity___PRT
196,PRT,chp_biofuel_extraction,electricity,kilowatt hour,449944.84405418794,chp_biofuel_extraction__electricity___PRT
196,PRT,chp_methane_extraction,electricity,kilowatt hour,165196.5736159452,chp_methane_extraction__electricity___PRT
196,PRT,chp_wte_back_pressure,electricity,kilowatt hour,558200563.8687638,chp_wte_back_pressure__electricity___PRT
196,ESP,el_import,electricity,kilowatt hour,39413058.9349977,el_import__electricity___ESP
196,PRT,existing_pv,electricity,kilowatt hour,1706641184.459135,existing_pv__electricity___PRT
196,PRT,existing_wind,electricity,kilowatt hour,16915030728.87379,existing_wind__electricity___PRT
196,PRT,heat_storage_big,heat,unit,55213.751495450764,heat_storage_big__heat___PRT
196,PRT,heat_storage_small,heat,unit,5874783.0268078195,heat_storage_small__heat___PRT
196,PRT,hydro_reservoir,electricity,kilowatt hour,6390418305.319531,hydro_reservoir__electricity___PRT
196,PRT,hydro_run_of_river,electricity,kilowatt hour,6774733269.328099,hydro_run_of_river__electricity___PRT
196,PRT,methane_boiler,heat,megajoule,1057430.75884848,methane_boiler__heat___PRT
196,PRT,methane_storage,methane,unit,5704.566989948691,methane_storage__methane___PRT
196,PRT,open_field_pv,electricity,kilowatt hour,32875309834.59915,open_field_pv__electricity___PRT
196,PRT,pumped_hydro,electricity,kilowatt hour,6222256460.252589,pumped_hydro__electricity___PRT
196,PRT,roof_mounted_pv,electricity,kilowatt hour,776498.5876657905,roof_mounted_pv__electricity___PRT
196,PRT,waste_supply,waste,kilowatt hour,2572222449.457936,waste_supply__waste___PRT
196,PRT,wind_offshore,electricity,kilowatt hour,633439.0744750387,wind_offshore__electricity___PRT
196,PRT,wind_onshore,electricity,kilowatt hour,123571513819.6741,wind_onshore__electricity___PRT
197,PRT,battery,electricity,kilogram,1959583621.042475,battery__electricity___PRT
197,PRT,biofuel_boiler,heat,megajoule,8438841.71280576,biofuel_boiler__heat___PRT
197,PRT,biofuel_supply,biofuel,kilogram,2092402102.2226355,biofuel_supply__biofuel___PRT
197,PRT,biofuel_to_diesel,diesel,kilogram,226205217.76245365,biofuel_to_diesel__diesel___PRT
197,PRT,biofuel_to_methane,methane,cubic meter,132194076.43169865,biofuel_to_methane__methane___PRT
197,PRT,biofuel_to_methanol,methanol,kilogram,776465288.9965329,biofuel_to_methanol__methanol___PRT
197,PRT,ccgt,electricity,kilowatt hour,63342.97062379613,ccgt__electricity___PRT
197,PRT,chp_biofuel_extraction,electricity,kilowatt hour,1038267.8139226999,chp_biofuel_extraction__electricity___PRT
197,PRT,chp_methane_extraction,electricity,kilowatt hour,342623.99757215544,chp_methane_extraction__electricity___PRT
197,PRT,chp_wte_back_pressure,electricity,kilowatt hour,558228357.0316634,chp_wte_back_pressure__electricity___PRT
197,ESP,el_import,electricity,kilowatt hour,513527698.9938583,el_import__electricity___ESP
197,PRT,existing_pv,electricity,kilowatt hour,1705613114.0637186,existing_pv__electricity___PRT
197,PRT,existing_wind,electricity,kilowatt hour,16870885165.036316,existing_wind__electricity___PRT
197,PRT,heat_storage_big,heat,unit,120613.48070900592,heat_storage_big__heat___PRT
197,PRT,heat_storage_small,heat,unit,80975217.97595482,heat_storage_small__heat___PRT
197,PRT,hydro_reservoir,electricity,kilowatt hour,6489765859.802923,hydro_reservoir__electricity___PRT
197,PRT,hydro_run_of_river,electricity,kilowatt hour,7221225543.97811,hydro_run_of_river__electricity___PRT
197,PRT,methane_boiler,heat,megajoule,2364661.6883143196,methane_boiler__heat___PRT
197,PRT,methane_storage,methane,unit,5731.910693293532,methane_storage__methane___PRT
197,PRT,open_field_pv,electricity,kilowatt hour,33429341104.232216,open_field_pv__electricity___PRT
197,PRT,pumped_hydro,electricity,kilowatt hour,5863794831.434049,pumped_hydro__electricity___PRT
197,PRT,roof_mounted_pv,electricity,kilowatt hour,1797541.9155055867,roof_mounted_pv__electricity___PRT
197,PRT,waste_supply,waste,kilowatt hour,2572223715.14514,waste_supply__waste___PRT
197,PRT,wind_offshore,electricity,kilowatt hour,1581061.7642413147,wind_offshore__electricity___PRT
197,PRT,wind_onshore,electricity,kilowatt hour,113043294733.46352,wind_onshore__electricity___PRT
198,PRT,battery,electricity,kilogram,1299087121.13038,battery__electricity___PRT
198,PRT,biofuel_boiler,heat,megajoule,8002398.993005159,biofuel_boiler__heat___PRT
198,PRT,biofuel_supply,biofuel,kilogram,2348946565.9850316,biofuel_supply__biofuel___PRT
198,PRT,biofuel_to_diesel,diesel,kilogram,226211962.45626473,biofuel_to_diesel__diesel___PRT
198,PRT,biofuel_to_methane,methane,cubic meter,169370881.13121364,biofuel_to_methane__methane___PRT
198,PRT,biofuel_to_methanol,methanol,kilogram,776456698.833104,biofuel_to_methanol__methanol___PRT
198,PRT,ccgt,electricity,kilowatt hour,66903.35441325455,ccgt__electricity___PRT
198,PRT,chp_biofuel_extraction,electricity,kilowatt hour,1164705.5502004,chp_biofuel_extraction__electricity___PRT
198,PRT,chp_methane_extraction,electricity,kilowatt hour,423597.09500098316,chp_methane_extraction__electricity___PRT
198,PRT,chp_wte_back_pressure,electricity,kilowatt hour,558250953.4600761,chp_wte_back_pressure__electricity___PRT
198,ESP,el_import,electricity,kilowatt hour,3201968531.27565,el_import__electricity___ESP
198,PRT,existing_pv,electricity,kilowatt hour,1705141837.5811377,existing_pv__electricity___PRT
198,PRT,existing_wind,electricity,kilowatt hour,16888776321.526575,existing_wind__electricity___PRT
198,PRT,heat_storage_big,heat,unit,134949.06752225725,heat_storage_big__heat___PRT
198,PRT,heat_storage_small,heat,unit,15874107.057560233,heat_storage_small__heat___PRT
198,PRT,hydro_reservoir,electricity,kilowatt hour,6654011924.94508,hydro_reservoir__electricity___PRT
198,PRT,hydro_run_of_river,electricity,kilowatt hour,7071466184.848376,hydro_run_of_river__electricity___PRT
198,PRT,methane_boiler,heat,megajoule,2583280.65851028,methane_boiler__heat___PRT
198,PRT,methane_storage,methane,unit,5722.123489588526,methane_storage__methane___PRT
198,PRT,open_field_pv,electricity,kilowatt hour,33162468401.909996,open_field_pv__electricity___PRT
198,PRT,pumped_hydro,electricity,kilowatt hour,5387285098.047976,pumped_hydro__electricity___PRT
198,PRT,roof_mounted_pv,electricity,kilowatt hour,2248504.7803157354,roof_mounted_pv__electricity___PRT
198,PRT,waste_supply,waste,kilowatt hour,2572222893.0975175,waste_supply__waste___PRT
198,PRT,wind_offshore,electricity,kilowatt hour,1795699.5537941544,wind_offshore__electricity___PRT
198,PRT,wind_onshore,electricity,kilowatt hour,107194038495.02505,wind_onshore__electricity___PRT
199,PRT,battery,electricity,kilogram,1564480131.8601406,battery__electricity___PRT
199,PRT,biofuel_boiler,heat,megajoule,7862964.618550321,biofuel_boiler__heat___PRT
199,PRT,biofuel_supply,biofuel,kilogram,1541258807.4174573,biofuel_supply__biofuel___PRT
199,PRT,biofuel_to_diesel,diesel,kilogram,226202879.29692298,biofuel_to_diesel__diesel___PRT
199,PRT,biofuel_to_methane,methane,cubic meter,52330969.75011523,biofuel_to_methane__methane___PRT
199,PRT,biofuel_to_methanol,methanol,kilogram,776455774.3527898,biofuel_to_methanol__methanol___PRT
199,PRT,ccgt,electricity,kilowatt hour,67315.91003479387,ccgt__electricity___PRT
199,PRT,chp_biofuel_extraction,electricity,kilowatt hour,1141852.8171356998,chp_biofuel_extraction__electricity___PRT
199,PRT,chp_methane_extraction,electricity,kilowatt hour,423918.62875026144,chp_methane_extraction__electricity___PRT
199,PRT,chp_wte_back_pressure,electricity,kilowatt hour,558250367.7248645,chp_wte_back_pressure__electricity___PRT
199,ESP,el_import,electricity,kilowatt hour,2514272772.4463463,el_import__electricity___ESP
199,PRT,existing_pv,electricity,kilowatt hour,1704565255.0781934,existing_pv__electricity___PRT
199,PRT,existing_wind,electricity,kilowatt hour,16874876008.86634,existing_wind__electricity___PRT
199,PRT,heat_storage_big,heat,unit,130654.25518280327,heat_storage_big__heat___PRT
199,PRT,heat_storage_small,heat,unit,882199903.8528885,heat_storage_small__heat___PRT
199,PRT,hydro_reservoir,electricity,kilowatt hour,6455788994.627124,hydro_reservoir__electricity___PRT
199,PRT,hydro_run_of_river,electricity,kilowatt hour,7044660624.869708,hydro_run_of_river__electricity___PRT
199,PRT,methane_boiler,heat,megajoule,2542015.26325404,methane_boiler__heat___PRT
199,PRT,methane_storage,methane,unit,5733.018535990473,methane_storage__methane___PRT
199,PRT,open_field_pv,electricity,kilowatt hour,33415475394.769253,open_field_pv__electricity___PRT
199,PRT,pumped_hydro,electricity,kilowatt hour,5524035711.583148,pumped_hydro__electricity___PRT
199,PRT,roof_mounted_pv,electricity,kilowatt hour,2214944.7736233803,roof_mounted_pv__electricity___PRT
199,PRT,waste_supply,waste,kilowatt hour,2572222863.279037,waste_supply__waste___PRT
199,PRT,wind_offshore,electricity,kilowatt hour,1764617.6043910817,wind_offshore__electricity___PRT
199,PRT,wind_onshore,electricity,kilowatt hour,116144721119.4634,wind_onshore__electricity___PRT
200,PRT,battery,electricity,kilogram,1083469050.9733713,battery__electricity___PRT
200,PRT,biofuel_boiler,heat,megajoule,8754616.276833601,biofuel_boiler__heat___PRT
200,PRT,biofuel_supply,biofuel,kilogram,2295321202.0776687,biofuel_supply__biofuel___PRT
200,PRT,biofuel_to_diesel,diesel,kilogram,226219991.99398538,biofuel_to_diesel__diesel___PRT
200,PRT,biofuel_to_methane,methane,cubic meter,161590426.627763,biofuel_to_methane__methane___PRT
200,PRT,biofuel_to_methanol,methanol,kilogram,776436897.1169885,biofuel_to_methanol__methanol___PRT
200,PRT,ccgt,electricity,kilowatt hour,85759.67214276793,ccgt__electricity___PRT
200,PRT,chp_biofuel_extraction,electricity,kilowatt hour,1463422.4885976,chp_biofuel_extraction__electricity___PRT
200,PRT,chp_methane_extraction,electricity,kilowatt hour,562869.6077956016,chp_methane_extraction__electricity___PRT
200,PRT,chp_wte_back_pressure,electricity,kilowatt hour,558286538.9163386,chp_wte_back_pressure__electricity___PRT
200,ESP,el_import,electricity,kilowatt hour,3337128860.3056326,el_import__electricity___ESP
200,PRT,existing_pv,electricity,kilowatt hour,1705540427.0195959,existing_pv__electricity___PRT
200,PRT,existing_wind,electricity,kilowatt hour,16935908062.822699,existing_wind__electricity___PRT
200,PRT,heat_storage_big,heat,unit,185302.60570099307,heat_storage_big__heat___PRT
200,PRT,heat_storage_small,heat,unit,22035005.954545982,heat_storage_small__heat___PRT
200,PRT,hydro_reservoir,electricity,kilowatt hour,6869895174.107566,hydro_reservoir__electricity___PRT
200,PRT,hydro_run_of_river,electricity,kilowatt hour,7568971055.33311,hydro_run_of_river__electricity___PRT
200,PRT,methane_boiler,heat,megajoule,3000665.50313976,methane_boiler__heat___PRT
200,PRT,methane_storage,methane,unit,5741.462049623023,methane_storage__methane___PRT
200,PRT,open_field_pv,electricity,kilowatt hour,32042713638.874508,open_field_pv__electricity___PRT
200,PRT,pumped_hydro,electricity,kilowatt hour,5051046473.940008,pumped_hydro__electricity___PRT
200,PRT,roof_mounted_pv,electricity,kilowatt hour,3519049.5626928294,roof_mounted_pv__electricity___PRT
200,PRT,waste_supply,waste,kilowatt hour,2572222874.509986,waste_supply__waste___PRT
200,PRT,wind_offshore,electricity,kilowatt hour,2670728.952770915,wind_offshore__electricity___PRT
200,PRT,wind_onshore,electricity,kilowatt hour,106846948211.78824,wind_onshore__electricity___PRT
201,PRT,battery,electricity,kilogram,2488751857.16672,battery__electricity___PRT
201,PRT,biofuel_boiler,heat,megajoule,5650344.3414693605,biofuel_boiler__heat___PRT
201,PRT,biofuel_supply,biofuel,kilogram,2842725753.516796,biofuel_supply__biofuel___PRT
201,PRT,biofuel_to_diesel,diesel,kilogram,226178238.94117185,biofuel_to_diesel__diesel___PRT
201,PRT,biofuel_to_methane,methane,cubic meter,240953263.07603592,biofuel_to_methane__methane___PRT
201,PRT,biofuel_to_methanol,methanol,kilogram,776476398.0767925,biofuel_to_methanol__methanol___PRT
201,PRT,ccgt,electricity,kilowatt hour,43656.379223609554,ccgt__electricity___PRT
201,PRT,chp_biofuel_extraction,electricity,kilowatt hour,808534.5223054,chp_biofuel_extraction__electricity___PRT
201,PRT,chp_methane_extraction,electricity,kilowatt hour,271921.7727542765,chp_methane_extraction__electricity___PRT
201,PRT,chp_wte_back_pressure,electricity,kilowatt hour,558219582.1694535,chp_wte_back_pressure__electricity___PRT
201,ESP,el_import,electricity,kilowatt hour,6046891068.225485,el_import__electricity___ESP
201,PRT,existing_pv,electricity,kilowatt hour,1706544531.3818438,existing_pv__electricity___PRT
201,PRT,existing_wind,electricity,kilowatt hour,17004650499.164513,existing_wind__electricity___PRT
201,PRT,heat_storage_big,heat,unit,93793.09542935129,heat_storage_big__heat___PRT
201,PRT,heat_storage_small,heat,unit,38109808.83788073,heat_storage_small__heat___PRT
201,PRT,hydro_reservoir,electricity,kilowatt hour,7012042121.703446,hydro_reservoir__electricity___PRT
201,PRT,hydro_run_of_river,electricity,kilowatt hour,8329541324.846653,hydro_run_of_river__electricity___PRT
201,PRT,methane_boiler,heat,megajoule,1651426.4362489202,methane_boiler__heat___PRT
201,PRT,methane_storage,methane,unit,5668.2509797558205,methane_storage__methane___PRT
